Sensor,Mean Distance,Std Deviation
fotorresistencia_data.csv,3035.28923,722.4333332
sensorProximidad_data.csv,715.2661679,455.4195101
sensorSonido_data.csv,12.45297667,1.628917451
termistor_data.csv,1830.157191,498.9114604
