General Index,Voltage,Sensor
813,901,fotorresistencia_data.csv
814,905,fotorresistencia_data.csv
815,890,fotorresistencia_data.csv
816,897,fotorresistencia_data.csv
817,906,fotorresistencia_data.csv
818,905,fotorresistencia_data.csv
819,900,fotorresistencia_data.csv
820,888,fotorresistencia_data.csv
821,883,fotorresistencia_data.csv
822,886,fotorresistencia_data.csv
823,877,fotorresistencia_data.csv
824,877,fotorresistencia_data.csv
825,854,fotorresistencia_data.csv
826,858,fotorresistencia_data.csv
827,825,fotorresistencia_data.csv
828,821,fotorresistencia_data.csv
829,804,fotorresistencia_data.csv
830,824,fotorresistencia_data.csv
831,833,fotorresistencia_data.csv
832,845,fotorresistencia_data.csv
833,855,fotorresistencia_data.csv
834,835,fotorresistencia_data.csv
835,832,fotorresistencia_data.csv
836,834,fotorresistencia_data.csv
837,819,fotorresistencia_data.csv
838,808,fotorresistencia_data.csv
839,824,fotorresistencia_data.csv
840,813,fotorresistencia_data.csv
841,748,fotorresistencia_data.csv
842,765,fotorresistencia_data.csv
843,775,fotorresistencia_data.csv
844,765,fotorresistencia_data.csv
845,783,fotorresistencia_data.csv
846,758,fotorresistencia_data.csv
847,734,fotorresistencia_data.csv
848,723,fotorresistencia_data.csv
849,685,fotorresistencia_data.csv
850,723,fotorresistencia_data.csv
851,784,fotorresistencia_data.csv
852,761,fotorresistencia_data.csv
853,854,fotorresistencia_data.csv
854,898,fotorresistencia_data.csv
855,915,fotorresistencia_data.csv
856,898,fotorresistencia_data.csv
857,886,fotorresistencia_data.csv
858,938,fotorresistencia_data.csv
859,957,fotorresistencia_data.csv
860,989,fotorresistencia_data.csv
861,953,fotorresistencia_data.csv
862,945,fotorresistencia_data.csv
863,956,fotorresistencia_data.csv
864,950,fotorresistencia_data.csv
865,925,fotorresistencia_data.csv
866,934,fotorresistencia_data.csv
867,938,fotorresistencia_data.csv
868,939,fotorresistencia_data.csv
869,957,fotorresistencia_data.csv
870,991,fotorresistencia_data.csv
871,999,fotorresistencia_data.csv
872,996,fotorresistencia_data.csv
873,997,fotorresistencia_data.csv
874,991,fotorresistencia_data.csv
875,984,fotorresistencia_data.csv
876,960,fotorresistencia_data.csv
877,910,fotorresistencia_data.csv
878,965,fotorresistencia_data.csv
879,957,fotorresistencia_data.csv
880,972,fotorresistencia_data.csv
881,964,fotorresistencia_data.csv
882,952,fotorresistencia_data.csv
883,964,fotorresistencia_data.csv
884,952,fotorresistencia_data.csv
885,991,fotorresistencia_data.csv
886,1003,fotorresistencia_data.csv
887,1002,fotorresistencia_data.csv
888,997,fotorresistencia_data.csv
889,999,fotorresistencia_data.csv
890,999,fotorresistencia_data.csv
891,1004,fotorresistencia_data.csv
892,981,fotorresistencia_data.csv
893,979,fotorresistencia_data.csv
894,988,fotorresistencia_data.csv
895,970,fotorresistencia_data.csv
896,980,fotorresistencia_data.csv
897,964,fotorresistencia_data.csv
898,962,fotorresistencia_data.csv
899,938,fotorresistencia_data.csv
900,936,fotorresistencia_data.csv
901,930,fotorresistencia_data.csv
902,934,fotorresistencia_data.csv
903,933,fotorresistencia_data.csv
904,924,fotorresistencia_data.csv
905,934,fotorresistencia_data.csv
906,916,fotorresistencia_data.csv
907,933,fotorresistencia_data.csv
908,942,fotorresistencia_data.csv
909,949,fotorresistencia_data.csv
910,948,fotorresistencia_data.csv
911,952,fotorresistencia_data.csv
912,942,fotorresistencia_data.csv
913,940,fotorresistencia_data.csv
914,936,fotorresistencia_data.csv
915,937,fotorresistencia_data.csv
916,940,fotorresistencia_data.csv
917,944,fotorresistencia_data.csv
918,950,fotorresistencia_data.csv
919,945,fotorresistencia_data.csv
920,943,fotorresistencia_data.csv
921,928,fotorresistencia_data.csv
922,926,fotorresistencia_data.csv
923,925,fotorresistencia_data.csv
924,926,fotorresistencia_data.csv
925,924,fotorresistencia_data.csv
926,921,fotorresistencia_data.csv
927,928,fotorresistencia_data.csv
928,930,fotorresistencia_data.csv
929,926,fotorresistencia_data.csv
930,924,fotorresistencia_data.csv
931,927,fotorresistencia_data.csv
932,925,fotorresistencia_data.csv
933,919,fotorresistencia_data.csv
934,916,fotorresistencia_data.csv
935,929,fotorresistencia_data.csv
936,931,fotorresistencia_data.csv
937,950,fotorresistencia_data.csv
938,945,fotorresistencia_data.csv
939,964,fotorresistencia_data.csv
940,985,fotorresistencia_data.csv
941,998,fotorresistencia_data.csv
942,1001,fotorresistencia_data.csv
943,998,fotorresistencia_data.csv
944,991,fotorresistencia_data.csv
945,994,fotorresistencia_data.csv
946,997,fotorresistencia_data.csv
947,1006,fotorresistencia_data.csv
948,1017,fotorresistencia_data.csv
949,1023,fotorresistencia_data.csv
950,1023,fotorresistencia_data.csv
951,1024,fotorresistencia_data.csv
952,1024,fotorresistencia_data.csv
953,1024,fotorresistencia_data.csv
954,1023,fotorresistencia_data.csv
955,1017,fotorresistencia_data.csv
956,1020,fotorresistencia_data.csv
957,1021,fotorresistencia_data.csv
958,1024,fotorresistencia_data.csv
959,1024,fotorresistencia_data.csv
960,1024,fotorresistencia_data.csv
961,1024,fotorresistencia_data.csv
962,1024,fotorresistencia_data.csv
963,1024,fotorresistencia_data.csv
964,1024,fotorresistencia_data.csv
965,1024,fotorresistencia_data.csv
966,1024,fotorresistencia_data.csv
967,1024,fotorresistencia_data.csv
968,1024,fotorresistencia_data.csv
969,1024,fotorresistencia_data.csv
970,1024,fotorresistencia_data.csv
971,1024,fotorresistencia_data.csv
972,992,fotorresistencia_data.csv
973,952,fotorresistencia_data.csv
974,943,fotorresistencia_data.csv
975,950,fotorresistencia_data.csv
976,955,fotorresistencia_data.csv
977,963,fotorresistencia_data.csv
978,963,fotorresistencia_data.csv
979,957,fotorresistencia_data.csv
980,961,fotorresistencia_data.csv
981,963,fotorresistencia_data.csv
982,962,fotorresistencia_data.csv
983,961,fotorresistencia_data.csv
984,967,fotorresistencia_data.csv
985,972,fotorresistencia_data.csv
986,975,fotorresistencia_data.csv
987,982,fotorresistencia_data.csv
988,986,fotorresistencia_data.csv
989,986,fotorresistencia_data.csv
990,986,fotorresistencia_data.csv
991,987,fotorresistencia_data.csv
992,985,fotorresistencia_data.csv
993,986,fotorresistencia_data.csv
994,986,fotorresistencia_data.csv
995,985,fotorresistencia_data.csv
996,987,fotorresistencia_data.csv
997,989,fotorresistencia_data.csv
998,987,fotorresistencia_data.csv
999,987,fotorresistencia_data.csv
1000,992,fotorresistencia_data.csv
1001,993,fotorresistencia_data.csv
1002,992,fotorresistencia_data.csv
1003,994,fotorresistencia_data.csv
1004,994,fotorresistencia_data.csv
1005,994,fotorresistencia_data.csv
1006,991,fotorresistencia_data.csv
1007,991,fotorresistencia_data.csv
1008,813,fotorresistencia_data.csv
1009,446,fotorresistencia_data.csv
1010,303,fotorresistencia_data.csv
1011,302,fotorresistencia_data.csv
1012,302,fotorresistencia_data.csv
1013,321,fotorresistencia_data.csv
1014,318,fotorresistencia_data.csv
1015,306,fotorresistencia_data.csv
1016,305,fotorresistencia_data.csv
1017,303,fotorresistencia_data.csv
1018,303,fotorresistencia_data.csv
1019,303,fotorresistencia_data.csv
1020,304,fotorresistencia_data.csv
1021,304,fotorresistencia_data.csv
1022,305,fotorresistencia_data.csv
1023,306,fotorresistencia_data.csv
1024,306,fotorresistencia_data.csv
1025,306,fotorresistencia_data.csv
1026,306,fotorresistencia_data.csv
1027,306,fotorresistencia_data.csv
1028,306,fotorresistencia_data.csv
1029,306,fotorresistencia_data.csv
1030,306,fotorresistencia_data.csv
1031,306,fotorresistencia_data.csv
1032,307,fotorresistencia_data.csv
1033,306,fotorresistencia_data.csv
1034,307,fotorresistencia_data.csv
1035,307,fotorresistencia_data.csv
1036,307,fotorresistencia_data.csv
1037,307,fotorresistencia_data.csv
1038,307,fotorresistencia_data.csv
1039,307,fotorresistencia_data.csv
1040,307,fotorresistencia_data.csv
1041,307,fotorresistencia_data.csv
1042,307,fotorresistencia_data.csv
1043,307,fotorresistencia_data.csv
1044,307,fotorresistencia_data.csv
1045,307,fotorresistencia_data.csv
1046,307,fotorresistencia_data.csv
1047,307,fotorresistencia_data.csv
1048,307,fotorresistencia_data.csv
1049,313,fotorresistencia_data.csv
1050,308,fotorresistencia_data.csv
1051,307,fotorresistencia_data.csv
1052,601,fotorresistencia_data.csv
1053,841,fotorresistencia_data.csv
1054,936,fotorresistencia_data.csv
1055,985,fotorresistencia_data.csv
1056,1009,fotorresistencia_data.csv
1057,1014,fotorresistencia_data.csv
1058,1014,fotorresistencia_data.csv
1059,1018,fotorresistencia_data.csv
1060,1017,fotorresistencia_data.csv
1061,1005,fotorresistencia_data.csv
1062,1004,fotorresistencia_data.csv
1063,998,fotorresistencia_data.csv
1064,999,fotorresistencia_data.csv
1065,997,fotorresistencia_data.csv
1066,992,fotorresistencia_data.csv
1067,988,fotorresistencia_data.csv
1068,987,fotorresistencia_data.csv
1069,991,fotorresistencia_data.csv
1070,992,fotorresistencia_data.csv
1071,986,fotorresistencia_data.csv
1072,982,fotorresistencia_data.csv
1073,979,fotorresistencia_data.csv
1074,982,fotorresistencia_data.csv
1075,984,fotorresistencia_data.csv
1076,977,fotorresistencia_data.csv
1077,980,fotorresistencia_data.csv
1078,973,fotorresistencia_data.csv
1079,978,fotorresistencia_data.csv
1080,985,fotorresistencia_data.csv
1081,985,fotorresistencia_data.csv
1082,984,fotorresistencia_data.csv
1083,984,fotorresistencia_data.csv
1084,978,fotorresistencia_data.csv
1085,973,fotorresistencia_data.csv
1086,970,fotorresistencia_data.csv
1087,966,fotorresistencia_data.csv
1088,963,fotorresistencia_data.csv
1089,961,fotorresistencia_data.csv
1090,960,fotorresistencia_data.csv
1091,958,fotorresistencia_data.csv
1092,960,fotorresistencia_data.csv
1093,960,fotorresistencia_data.csv
1094,955,fotorresistencia_data.csv
1095,951,fotorresistencia_data.csv
1096,952,fotorresistencia_data.csv
1097,944,fotorresistencia_data.csv
1098,941,fotorresistencia_data.csv
1099,933,fotorresistencia_data.csv
1100,930,fotorresistencia_data.csv
1101,930,fotorresistencia_data.csv
1102,930,fotorresistencia_data.csv
1103,930,fotorresistencia_data.csv
1104,924,fotorresistencia_data.csv
1105,925,fotorresistencia_data.csv
1106,924,fotorresistencia_data.csv
1107,919,fotorresistencia_data.csv
1108,919,fotorresistencia_data.csv
1109,884,fotorresistencia_data.csv
1110,894,fotorresistencia_data.csv
1111,913,fotorresistencia_data.csv
1112,871,fotorresistencia_data.csv
1113,872,fotorresistencia_data.csv
1114,881,fotorresistencia_data.csv
1115,878,fotorresistencia_data.csv
1116,876,fotorresistencia_data.csv
1117,871,fotorresistencia_data.csv
1118,874,fotorresistencia_data.csv
1119,893,fotorresistencia_data.csv
1120,898,fotorresistencia_data.csv
1121,914,fotorresistencia_data.csv
1122,929,fotorresistencia_data.csv
1123,955,fotorresistencia_data.csv
1124,924,fotorresistencia_data.csv
1125,862,fotorresistencia_data.csv
1126,864,fotorresistencia_data.csv
1127,876,fotorresistencia_data.csv
1128,868,fotorresistencia_data.csv
1129,874,fotorresistencia_data.csv
1130,881,fotorresistencia_data.csv
1131,868,fotorresistencia_data.csv
1132,903,fotorresistencia_data.csv
1133,927,fotorresistencia_data.csv
1134,979,fotorresistencia_data.csv
1135,1002,fotorresistencia_data.csv
1136,1012,fotorresistencia_data.csv
1137,1004,fotorresistencia_data.csv
1138,984,fotorresistencia_data.csv
1139,985,fotorresistencia_data.csv
1140,987,fotorresistencia_data.csv
1141,985,fotorresistencia_data.csv
1142,986,fotorresistencia_data.csv
1143,980,fotorresistencia_data.csv
1144,974,fotorresistencia_data.csv
1145,984,fotorresistencia_data.csv
1146,980,fotorresistencia_data.csv
1147,957,fotorresistencia_data.csv
1148,973,fotorresistencia_data.csv
1149,998,fotorresistencia_data.csv
1150,1001,fotorresistencia_data.csv
1151,1006,fotorresistencia_data.csv
1152,1005,fotorresistencia_data.csv
1153,1005,fotorresistencia_data.csv
1154,1003,fotorresistencia_data.csv
1155,993,fotorresistencia_data.csv
1156,996,fotorresistencia_data.csv
1157,996,fotorresistencia_data.csv
1158,994,fotorresistencia_data.csv
1159,992,fotorresistencia_data.csv
1160,994,fotorresistencia_data.csv
1161,980,fotorresistencia_data.csv
1162,932,fotorresistencia_data.csv
1163,982,fotorresistencia_data.csv
1164,1003,fotorresistencia_data.csv
1165,970,fotorresistencia_data.csv
1166,1005,fotorresistencia_data.csv
1167,1003,fotorresistencia_data.csv
1168,1004,fotorresistencia_data.csv
1169,1012,fotorresistencia_data.csv
1170,1003,fotorresistencia_data.csv
1171,988,fotorresistencia_data.csv
1172,988,fotorresistencia_data.csv
1173,994,fotorresistencia_data.csv
1174,999,fotorresistencia_data.csv
1175,999,fotorresistencia_data.csv
1176,996,fotorresistencia_data.csv
1177,748,fotorresistencia_data.csv
1178,516,fotorresistencia_data.csv
1179,312,fotorresistencia_data.csv
1180,303,fotorresistencia_data.csv
1181,303,fotorresistencia_data.csv
1182,304,fotorresistencia_data.csv
1183,306,fotorresistencia_data.csv
1184,433,fotorresistencia_data.csv
1185,681,fotorresistencia_data.csv
1186,744,fotorresistencia_data.csv
1187,804,fotorresistencia_data.csv
1188,795,fotorresistencia_data.csv
1189,782,fotorresistencia_data.csv
1190,781,fotorresistencia_data.csv
1191,785,fotorresistencia_data.csv
1192,796,fotorresistencia_data.csv
1193,792,fotorresistencia_data.csv
1194,786,fotorresistencia_data.csv
1195,789,fotorresistencia_data.csv
1196,788,fotorresistencia_data.csv
1197,784,fotorresistencia_data.csv
1198,783,fotorresistencia_data.csv
1199,785,fotorresistencia_data.csv
1200,784,fotorresistencia_data.csv
1201,777,fotorresistencia_data.csv
1202,774,fotorresistencia_data.csv
1203,776,fotorresistencia_data.csv
1204,774,fotorresistencia_data.csv
1205,757,fotorresistencia_data.csv
1206,657,fotorresistencia_data.csv
1207,618,fotorresistencia_data.csv
1208,608,fotorresistencia_data.csv
1209,615,fotorresistencia_data.csv
1210,616,fotorresistencia_data.csv
1211,615,fotorresistencia_data.csv
1212,614,fotorresistencia_data.csv
1213,614,fotorresistencia_data.csv
1214,619,fotorresistencia_data.csv
1215,624,fotorresistencia_data.csv
1216,628,fotorresistencia_data.csv
1217,629,fotorresistencia_data.csv
1218,629,fotorresistencia_data.csv
1219,632,fotorresistencia_data.csv
1220,632,fotorresistencia_data.csv
1221,626,fotorresistencia_data.csv
1222,626,fotorresistencia_data.csv
1223,630,fotorresistencia_data.csv
1224,629,fotorresistencia_data.csv
1225,632,fotorresistencia_data.csv
1226,638,fotorresistencia_data.csv
1227,643,fotorresistencia_data.csv
1228,648,fotorresistencia_data.csv
1229,650,fotorresistencia_data.csv
1230,651,fotorresistencia_data.csv
1231,651,fotorresistencia_data.csv
1232,652,fotorresistencia_data.csv
1233,651,fotorresistencia_data.csv
1234,653,fotorresistencia_data.csv
1235,657,fotorresistencia_data.csv
1236,657,fotorresistencia_data.csv
1237,658,fotorresistencia_data.csv
1238,665,fotorresistencia_data.csv
1239,667,fotorresistencia_data.csv
1240,668,fotorresistencia_data.csv
1241,672,fotorresistencia_data.csv
1242,679,fotorresistencia_data.csv
1243,684,fotorresistencia_data.csv
1244,686,fotorresistencia_data.csv
1245,686,fotorresistencia_data.csv
1246,690,fotorresistencia_data.csv
1247,692,fotorresistencia_data.csv
1248,691,fotorresistencia_data.csv
1249,692,fotorresistencia_data.csv
1250,693,fotorresistencia_data.csv
1251,693,fotorresistencia_data.csv
1252,694,fotorresistencia_data.csv
1253,701,fotorresistencia_data.csv
1254,706,fotorresistencia_data.csv
1255,711,fotorresistencia_data.csv
1256,712,fotorresistencia_data.csv
1257,714,fotorresistencia_data.csv
1258,714,fotorresistencia_data.csv
1259,713,fotorresistencia_data.csv
1260,714,fotorresistencia_data.csv
1261,712,fotorresistencia_data.csv
1262,634,fotorresistencia_data.csv
1263,560,fotorresistencia_data.csv
1264,512,fotorresistencia_data.csv
1265,499,fotorresistencia_data.csv
1266,496,fotorresistencia_data.csv
1267,481,fotorresistencia_data.csv
1268,476,fotorresistencia_data.csv
1269,483,fotorresistencia_data.csv
1270,487,fotorresistencia_data.csv
1271,493,fotorresistencia_data.csv
1272,507,fotorresistencia_data.csv
1273,511,fotorresistencia_data.csv
1274,509,fotorresistencia_data.csv
1275,516,fotorresistencia_data.csv
1276,518,fotorresistencia_data.csv
1277,518,fotorresistencia_data.csv
1278,521,fotorresistencia_data.csv
1279,521,fotorresistencia_data.csv
1280,524,fotorresistencia_data.csv
1281,10.95,sensorProximidad_data.csv
1282,10.86,sensorProximidad_data.csv
1283,10.86,sensorProximidad_data.csv
1284,10.88,sensorProximidad_data.csv
1285,10.88,sensorProximidad_data.csv
1286,10.2,sensorProximidad_data.csv
1287,5.24,sensorProximidad_data.csv
1288,1.99,sensorProximidad_data.csv
1289,3.3,sensorProximidad_data.csv
1290,3.28,sensorProximidad_data.csv
1291,1.99,sensorProximidad_data.csv
1292,2.01,sensorProximidad_data.csv
1293,2.01,sensorProximidad_data.csv
1294,2.01,sensorProximidad_data.csv
1295,1.99,sensorProximidad_data.csv
1296,2.01,sensorProximidad_data.csv
1297,1.99,sensorProximidad_data.csv
1298,2.01,sensorProximidad_data.csv
1299,1.99,sensorProximidad_data.csv
1300,1.99,sensorProximidad_data.csv
1301,1.99,sensorProximidad_data.csv
1302,1.99,sensorProximidad_data.csv
1303,1.99,sensorProximidad_data.csv
1304,2.01,sensorProximidad_data.csv
1305,1.99,sensorProximidad_data.csv
1306,1.99,sensorProximidad_data.csv
1307,1.99,sensorProximidad_data.csv
1308,1.99,sensorProximidad_data.csv
1309,1.99,sensorProximidad_data.csv
1310,2.01,sensorProximidad_data.csv
1311,2.01,sensorProximidad_data.csv
1312,1.99,sensorProximidad_data.csv
1313,1.99,sensorProximidad_data.csv
1314,2.01,sensorProximidad_data.csv
1315,1.99,sensorProximidad_data.csv
1316,1.99,sensorProximidad_data.csv
1317,1.99,sensorProximidad_data.csv
1318,1.99,sensorProximidad_data.csv
1319,1.99,sensorProximidad_data.csv
1320,1.99,sensorProximidad_data.csv
1321,1.99,sensorProximidad_data.csv
1322,1.99,sensorProximidad_data.csv
1323,2.01,sensorProximidad_data.csv
1324,1.99,sensorProximidad_data.csv
1325,1.99,sensorProximidad_data.csv
1326,1.99,sensorProximidad_data.csv
1327,2.01,sensorProximidad_data.csv
1328,1.99,sensorProximidad_data.csv
1329,2.01,sensorProximidad_data.csv
1330,3.28,sensorProximidad_data.csv
1331,1.99,sensorProximidad_data.csv
1332,1.99,sensorProximidad_data.csv
1333,3.62,sensorProximidad_data.csv
1334,5.86,sensorProximidad_data.csv
1335,5.88,sensorProximidad_data.csv
1336,5.88,sensorProximidad_data.csv
1337,5.86,sensorProximidad_data.csv
1338,5.88,sensorProximidad_data.csv
1339,5.88,sensorProximidad_data.csv
1340,5.88,sensorProximidad_data.csv
1341,5.88,sensorProximidad_data.csv
1342,5.88,sensorProximidad_data.csv
1343,5.88,sensorProximidad_data.csv
1344,5.88,sensorProximidad_data.csv
1345,5.88,sensorProximidad_data.csv
1346,3.93,sensorProximidad_data.csv
1347,2.63,sensorProximidad_data.csv
1348,2.63,sensorProximidad_data.csv
1349,2.65,sensorProximidad_data.csv
1350,2.63,sensorProximidad_data.csv
1351,4.91,sensorProximidad_data.csv
1352,20.15,sensorProximidad_data.csv
1353,57.41,sensorProximidad_data.csv
1354,20.77,sensorProximidad_data.csv
1355,20.77,sensorProximidad_data.csv
1356,19.5,sensorProximidad_data.csv
1357,804.07,sensorProximidad_data.csv
1358,804.17,sensorProximidad_data.csv
1359,804.2,sensorProximidad_data.csv
1360,804.15,sensorProximidad_data.csv
1361,6.53,sensorProximidad_data.csv
1362,8.14,sensorProximidad_data.csv
1363,804.12,sensorProximidad_data.csv
1364,7.17,sensorProximidad_data.csv
1365,5.56,sensorProximidad_data.csv
1366,4.91,sensorProximidad_data.csv
1367,4.91,sensorProximidad_data.csv
1368,4.91,sensorProximidad_data.csv
1369,4.91,sensorProximidad_data.csv
1370,4.91,sensorProximidad_data.csv
1371,4.91,sensorProximidad_data.csv
1372,4.91,sensorProximidad_data.csv
1373,4.91,sensorProximidad_data.csv
1374,4.9,sensorProximidad_data.csv
1375,4.9,sensorProximidad_data.csv
1376,4.91,sensorProximidad_data.csv
1377,4.91,sensorProximidad_data.csv
1378,4.9,sensorProximidad_data.csv
1379,4.9,sensorProximidad_data.csv
1380,4.9,sensorProximidad_data.csv
1381,4.91,sensorProximidad_data.csv
1382,4.91,sensorProximidad_data.csv
1383,4.91,sensorProximidad_data.csv
1384,4.91,sensorProximidad_data.csv
1385,4.9,sensorProximidad_data.csv
1386,4.9,sensorProximidad_data.csv
1387,4.91,sensorProximidad_data.csv
1388,4.91,sensorProximidad_data.csv
1389,4.9,sensorProximidad_data.csv
1390,4.9,sensorProximidad_data.csv
1391,4.91,sensorProximidad_data.csv
1392,4.9,sensorProximidad_data.csv
1393,4.91,sensorProximidad_data.csv
1394,4.9,sensorProximidad_data.csv
1395,4.9,sensorProximidad_data.csv
1396,4.9,sensorProximidad_data.csv
1397,4.91,sensorProximidad_data.csv
1398,4.91,sensorProximidad_data.csv
1399,4.9,sensorProximidad_data.csv
1400,4.91,sensorProximidad_data.csv
1401,4.9,sensorProximidad_data.csv
1402,4.9,sensorProximidad_data.csv
1403,4.91,sensorProximidad_data.csv
1404,4.91,sensorProximidad_data.csv
1405,4.91,sensorProximidad_data.csv
1406,4.91,sensorProximidad_data.csv
1407,4.91,sensorProximidad_data.csv
1408,4.9,sensorProximidad_data.csv
1409,4.9,sensorProximidad_data.csv
1410,4.9,sensorProximidad_data.csv
1411,4.9,sensorProximidad_data.csv
1412,4.91,sensorProximidad_data.csv
1413,4.91,sensorProximidad_data.csv
1414,4.91,sensorProximidad_data.csv
1415,4.9,sensorProximidad_data.csv
1416,4.91,sensorProximidad_data.csv
1417,4.91,sensorProximidad_data.csv
1418,4.91,sensorProximidad_data.csv
1419,6.2,sensorProximidad_data.csv
1420,804.15,sensorProximidad_data.csv
1421,804.08,sensorProximidad_data.csv
1422,25.28,sensorProximidad_data.csv
1423,24.41,sensorProximidad_data.csv
1424,804.24,sensorProximidad_data.csv
1425,22.97,sensorProximidad_data.csv
1426,804.17,sensorProximidad_data.csv
1427,22.37,sensorProximidad_data.csv
1428,25.28,sensorProximidad_data.csv
1429,24.41,sensorProximidad_data.csv
1430,16.3,sensorProximidad_data.csv
1431,43.5,sensorProximidad_data.csv
1432,15.98,sensorProximidad_data.csv
1433,16,sensorProximidad_data.csv
1434,16,sensorProximidad_data.csv
1435,16,sensorProximidad_data.csv
1436,16.95,sensorProximidad_data.csv
1437,16,sensorProximidad_data.csv
1438,16.95,sensorProximidad_data.csv
1439,17.92,sensorProximidad_data.csv
1440,16.95,sensorProximidad_data.csv
1441,10.86,sensorProximidad_data.csv
1442,9.86,sensorProximidad_data.csv
1443,10.2,sensorProximidad_data.csv
1444,10.54,sensorProximidad_data.csv
1445,10.88,sensorProximidad_data.csv
1446,9.86,sensorProximidad_data.csv
1447,10.86,sensorProximidad_data.csv
1448,10.88,sensorProximidad_data.csv
1449,10.86,sensorProximidad_data.csv
1450,10.86,sensorProximidad_data.csv
1451,10.86,sensorProximidad_data.csv
1452,11.2,sensorProximidad_data.csv
1453,11.24,sensorProximidad_data.csv
1454,11.24,sensorProximidad_data.csv
1455,11.2,sensorProximidad_data.csv
1456,11.2,sensorProximidad_data.csv
1457,10.2,sensorProximidad_data.csv
1458,11.24,sensorProximidad_data.csv
1459,11.2,sensorProximidad_data.csv
1460,11.24,sensorProximidad_data.csv
1461,10.18,sensorProximidad_data.csv
1462,15.3,sensorProximidad_data.csv
1463,15.3,sensorProximidad_data.csv
1464,15.67,sensorProximidad_data.csv
1465,15.98,sensorProximidad_data.csv
1466,15.67,sensorProximidad_data.csv
1467,15.66,sensorProximidad_data.csv
1468,15.66,sensorProximidad_data.csv
1469,15.98,sensorProximidad_data.csv
1470,15.98,sensorProximidad_data.csv
1471,16.95,sensorProximidad_data.csv
1472,14.3,sensorProximidad_data.csv
1473,12.92,sensorProximidad_data.csv
1474,13.62,sensorProximidad_data.csv
1475,13.62,sensorProximidad_data.csv
1476,16.63,sensorProximidad_data.csv
1477,8.47,sensorProximidad_data.csv
1478,9.86,sensorProximidad_data.csv
1479,12.92,sensorProximidad_data.csv
1480,15.3,sensorProximidad_data.csv
1481,16.95,sensorProximidad_data.csv
1482,15.98,sensorProximidad_data.csv
1483,17.59,sensorProximidad_data.csv
1484,19.82,sensorProximidad_data.csv
1485,21.42,sensorProximidad_data.csv
1486,39.98,sensorProximidad_data.csv
1487,35.82,sensorProximidad_data.csv
1488,34.53,sensorProximidad_data.csv
1489,17.92,sensorProximidad_data.csv
1490,16.64,sensorProximidad_data.csv
1491,21.1,sensorProximidad_data.csv
1492,17.92,sensorProximidad_data.csv
1493,21.42,sensorProximidad_data.csv
1494,21.42,sensorProximidad_data.csv
1495,21.42,sensorProximidad_data.csv
1496,21.42,sensorProximidad_data.csv
1497,21.42,sensorProximidad_data.csv
1498,21.42,sensorProximidad_data.csv
1499,21.42,sensorProximidad_data.csv
1500,21.42,sensorProximidad_data.csv
1501,21.42,sensorProximidad_data.csv
1502,21.42,sensorProximidad_data.csv
1503,21.42,sensorProximidad_data.csv
1504,21.42,sensorProximidad_data.csv
1505,21.42,sensorProximidad_data.csv
1506,21.42,sensorProximidad_data.csv
1507,21.42,sensorProximidad_data.csv
1508,14.98,sensorProximidad_data.csv
1509,14.62,sensorProximidad_data.csv
1510,15.3,sensorProximidad_data.csv
1511,14.3,sensorProximidad_data.csv
1512,14.3,sensorProximidad_data.csv
1513,15.98,sensorProximidad_data.csv
1514,14.98,sensorProximidad_data.csv
1515,21.42,sensorProximidad_data.csv
1516,21.42,sensorProximidad_data.csv
1517,21.42,sensorProximidad_data.csv
1518,21.42,sensorProximidad_data.csv
1519,21.42,sensorProximidad_data.csv
1520,21.42,sensorProximidad_data.csv
1521,21.42,sensorProximidad_data.csv
1522,21.42,sensorProximidad_data.csv
1523,21.42,sensorProximidad_data.csv
1524,21.42,sensorProximidad_data.csv
1525,21.42,sensorProximidad_data.csv
1526,21.42,sensorProximidad_data.csv
1527,21.42,sensorProximidad_data.csv
1528,21.42,sensorProximidad_data.csv
1529,21.42,sensorProximidad_data.csv
1530,21.42,sensorProximidad_data.csv
1531,21.42,sensorProximidad_data.csv
1532,21.42,sensorProximidad_data.csv
1533,21.42,sensorProximidad_data.csv
1534,21.42,sensorProximidad_data.csv
1535,21.42,sensorProximidad_data.csv
1536,21.42,sensorProximidad_data.csv
1537,21.42,sensorProximidad_data.csv
1538,21.42,sensorProximidad_data.csv
1539,20.47,sensorProximidad_data.csv
1540,21.42,sensorProximidad_data.csv
1541,8.48,sensorProximidad_data.csv
1542,7.17,sensorProximidad_data.csv
1543,7.17,sensorProximidad_data.csv
1544,7.17,sensorProximidad_data.csv
1545,7.17,sensorProximidad_data.csv
1546,7.19,sensorProximidad_data.csv
1547,7.17,sensorProximidad_data.csv
1548,7.17,sensorProximidad_data.csv
1549,7.17,sensorProximidad_data.csv
1550,7.17,sensorProximidad_data.csv
1551,7.17,sensorProximidad_data.csv
1552,7.17,sensorProximidad_data.csv
1553,7.17,sensorProximidad_data.csv
1554,7.17,sensorProximidad_data.csv
1555,7.17,sensorProximidad_data.csv
1556,7.17,sensorProximidad_data.csv
1557,7.17,sensorProximidad_data.csv
1558,7.17,sensorProximidad_data.csv
1559,7.17,sensorProximidad_data.csv
1560,7.17,sensorProximidad_data.csv
1561,7.82,sensorProximidad_data.csv
1562,8.14,sensorProximidad_data.csv
1563,8.14,sensorProximidad_data.csv
1564,8.47,sensorProximidad_data.csv
1565,9.16,sensorProximidad_data.csv
